label,sentence1,sentence2 
main-news,the cfe limits the use of armed forces and heavy weaponry and prescribes measures aimed at confidence-building transparency and cooperation between member states. ,the treaty limits deployments of tanks and troops in nato and former easter european warsaw pact countries and establishes confidence-building
main-news,bulgaria is located on the southeastern part of the balkan peninsula. ,drug-trafficking activity is rampant in the southeastern part of the balkan peninsula.
main-news,elbaradei stated that this is the last chance to build security in the middle east based on trust and cooperation and not on possession of nuclear weapons. ,this is the last chance to build security in the middle east based on trust and cooperation rather than on the possession of nuclear arms.
main-news,the iranian government has dismissed the allegations in the intelligence presented to the international atomic energy agency board as baseless and the intelligence used to support the allegations as fake. ,the international atomic energy agency insists that the iranian government's simple denials of the intelligence presented to the international atomic energy agency board are not good enough to allay western countries suspicions.
main-news,the cfe treaty was established in 1990. ,the treat was originally signed in 1990.
main-news,the conventional forces in europe treaty is considered a key arms control treaty. ,the conventional forces in europe treaty was a key soviet-era arms control treaty.
main-news,nicaragua commemorated the 25th anniversary of the sandinista revolution that toppled the dictatorship of anastasio somoza but imposed a cuban-style leftist regime. ,nicaragua commemorated the 25th anniversary of the sandinista revolution.
main-news,13 kurds from turkey were arrested near paris on suspicion of money-laundering for the kurdistan workers' party (pkk). ,10 kurds are under investigation in france on suspicion of money-laundering for a terrorist organization known as kurdistan workers' party (pkk).
main-news,the meetings lasted 2 days. ,the osce meeting lasted two days.
main-news,the villagers are inadvertently involving themselves in drug trafficking. ,105 inmates are serving sentences for drug trafficking.
main-news,the russian government strongly opposes u.s. plans to install antimissile defenses in europe and dismisses u.s. assertions that the interceptors are needed to defend against threats from iran. ,after talks at nato headquarters baluyevsky repeated russia's opposition to u.s. plans to install antimissile defenses in europe and dismissed u.s. assertions that the interceptors were needed to defend against potential threats from iran.
main-news,the chinese government gave active cooperation and assistance to the organization for the prohibition of chemical weapons inspections. ,the ecuadorian foreign ministry said in a statement that delegates from the organization for the prohibition of chemical weapons (opaq) will also take part in the meeting.
main-news,the mexican government has adopted a series of measures against drug trafficking and organized crime within mexico since 2006. ,since 2006 mexico has adopted a series of measures against drug trafficking and organized crimes.
main-news,the statement did not specify the quantity of warheads the missile is capable of carrying. ,the statement did not specify how many warheads the missile can carry.
main-news,it is a serious threat to international security. ,it presents a major threat to global security.
main-news,nicaragua commemorated the 25th anniversary of the sandinista revolution. ,nicaragua has not reconciled how to approach the anniversary of the sandinista revolution.
main-news,russian president vladimir putin states that the decision to cease implementation of the conventional forces in europe treaty is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty. ,russian president vladimir putin states that the decision is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.
main-news,dutch national research institute tno carried out chemical weapons experiments for the dutch defense ministry during the 1950s. ,a hp/detijd journalist learned about tno's chemical weapons experiments from the defense ministry's archives.
